BIZ_UNIT,PD_S_C,PD_S_NM,PD_M_NM,PD_H_NM
A02,1186,과일음료,과채음료,음료
A02,1187,과채혼합음료,과채음료,음료
A02,1188,어린이음료,과채음료,음료
A02,1189,혼합음료,커피차음료,음료
A02,1190,기능성건강음료,기능성음료,음료
A02,691,변기커버,일반욕실용품,욕실용품
A02,692,샤워커튼,일반욕실용품,욕실용품
A02,693,샤워타월,일반욕실용품,욕실용품
A02,694,욕실소품,일반욕실용품,욕실용품
A02,695,욕실화,일반욕실용품,욕실용품
A02,696,욕실수납용품,DIY욕실용품,욕실용품
A02,697,메탈호스,수도용품,욕실용품
A02,698,샤워헤드,수도용품,욕실용품
A02,699,수전,수도용품,욕실용품
A02,700,다이닝테이블,테이블,인테리어
A02,701,책상,테이블,인테리어
A02,702,간이의자,의자,인테리어
A02,703,좌식의자,의자,인테리어
A02,704,책상의자,의자,인테리어
A02,705,교자상,상,인테리어
A02,706,다용도상,상,인테리어
A02,707,제기세트,제기용품,인테리어
A02,708,제기소품,제기용품,인테리어
A02,709,야외용의자,아웃도어퍼니처,인테리어
A02,710,야외용테이블,아웃도어퍼니처,인테리어
A01,263,ANDZ,남성 트랜디,남성의류
A01,264,엠비오,남성 트랜디,남성의류
A01,265,레노마,남성 트랜디,남성의류
A01,266,BON,남성 트랜디,남성의류
A01,267,코모도스퀘어,남성 트랜디,남성의류
A01,268,지오송지오,남성 트랜디,남성의류
A01,269,이지오,남성 트랜디,남성의류
A01,270,워모,남성 트랜디,남성의류
A01,271,TNGT,남성 트랜디,남성의류
A01,272,킨록by킨록앤더슨,남성 트랜디,남성의류
A01,273,TI포맨,남성 트랜디,남성의류
A01,274,커스텀멜로우,남성 트랜디,남성의류
A01,275,시리즈,남성 트랜디,남성의류
A01,276,레드옥스,남성 트랜디,남성의류
A01,277,S+by트루젠,남성 트랜디,남성의류
A01,278,리버클래시,남성 트랜디,남성의류
A01,279,DKNY,남성 트랜디,남성의류
A01,280,IMZ프리미엄,남성 트랜디,남성의류
A01,281,Theory,캐주얼,여성의류
A01,282,반하트디알바자,남성 트랜디,남성의류
A01,283,솔리드옴므,남성 트랜디,남성의류
A01,284,질스튜어트NY,남성 트랜디,남성의류
A01,285,캘빈클라인,남성 트랜디,남성의류
A01,286,클럽모나코,남성 트랜디,남성의류
A01,287,타임옴므,남성 트랜디,남성의류
A01,288,휴고보스,남성 트랜디,남성의류
A01,289,트래디셔널Ⅱ,트래디셔널,남성의류
A01,290,교복,교복,남성의류
A01,291,PAT,남성 트랜디,남성의류
A01,292,비지니스군,셔츠,남성의류
A01,293,셔츠고정행사,셔츠,남성의류
A01,294,셔츠단기행사,셔츠,남성의류
A01,295,남성잡화 ACC,셔츠,남성의류
A01,296,갤럭시라이프스타일,남성캐주얼,남성의류
A01,297,로가디스그린,남성캐주얼,남성의류
A01,298,일꼬르소,남성캐주얼,남성의류
A01,299,클럽캠브리지,남성캐주얼,남성의류
A01,300,프랑코페라로,남성캐주얼,남성의류
A01,301,인디안,남성캐주얼,남성의류
A01,302,에디션,남성캐주얼,남성의류
A01,303,벨라모,남성캐주얼,남성의류
A01,304,프로메이드,남성캐주얼,남성의류
A01,305,옴스,남성캐주얼,남성의류
A01,306,피에르가르뎅,남성캐주얼,남성의류
A01,307,아웃도아,스포츠,스포츠
A01,308,수영복,스포츠,스포츠
A01,309,휘트니스,스포츠,스포츠
A01,310,가 방,스포츠,스포츠
A01,311,운동용품,스포츠,스포츠
A01,312,스포츠용품,스포츠,스포츠
A01,313,스키,스포츠,스포츠
A01,314,고정행사(레져),스포츠,스포츠
A01,315,단기행사(레져),스포츠,스포츠
A01,316,선글라스,스포츠,스포츠
A01,317,등산화,스포츠,스포츠
A01,318,L/C 아웃도어,스포츠,스포츠
A01,319,직수입 아웃도어,스포츠,스포츠
A01,320,el Trail,남성캐주얼,남성의류
A01,321,el Travel,트래디셔널,남성의류
A01,322,OUTDOOR+1,남성캐주얼,남성의류
A01,323,노스페이스,스포츠,스포츠
A01,324,에이글,스포츠,스포츠
A01,325,코오롱스포츠,스포츠,스포츠
A01,326,K2,스포츠,스포츠
A01,327,아이더,스포츠,스포츠
A01,328,블랙야크,스포츠,스포츠
A01,38,안주류,수산품,식품
A02,1325,캐릭터침구,아동침구,침구
A02,1326,냉동면,냉동HMR,가공HMR
A02,1327,냉동밥,냉동HMR,가공HMR
A02,1328,온라인양곡,온라인양곡,양곡
A02,1329,냉동양념육,양념육,양념육가공
A02,1330,냉동육가공품,육가공품,양념육가공
A02,1331,해초,나물,두부/콩나물/나물
A02,1332,피자,피자,F&B
A02,1333,일마레,피자,F&B
A02,1334,엠디월드,피자,F&B
A02,1335,보네스빼,피자,F&B
A02,1336,베이커리,베이커리,F&B
A02,1337,기타편의시설,편의시설,테넌트
A02,1338,캔들,판매시설,테넌트
A02,1339,Digital Accessory,음반영상,"서적,음반"
A02,1340,기타F/F,패스트푸드,FOOD COURT
A02,1341,피자레스토랑,레스토랑,FOOD COURT
A02,1342,뷔페레스토랑,레스토랑,FOOD COURT
A02,1343,한식레스토랑,레스토랑,FOOD COURT
A02,1344,중식레스토랑,레스토랑,FOOD COURT
A02,1345,일식레스토랑,레스토랑,FOOD COURT
A02,1346,양식레스토랑,레스토랑,FOOD COURT
A02,1347,기타레스토랑,레스토랑,FOOD COURT
A02,1348,커피,카페,FOOD COURT
A02,1349,생과일,카페,FOOD COURT
A02,1350,아이스크림,카페,FOOD COURT
A02,1351,에스마켓,스포츠브랜드편집,스포츠브랜드
A02,1352,친환경잎채소,잎채소,잎/샐러드채소
A02,1353,국산대구,대구,일반생선
A02,1354,국산도미,도미/민어,일반생선
A02,1355,국산민어,도미/민어,일반생선
A02,1356,국산청어,기타구색생선,일반생선
A02,1357,국산금태,기타구색생선,일반생선
A02,1358,국산우럭,기타구색생선,일반생선
A02,1359,국산임연수어,기타구색생선,일반생선
A02,1360,국산아귀,기타구색생선,일반생선
A02,1361,국산병어,기타구색생선,일반생선
A02,1362,국산기타구색생선,기타구색생선,일반생선
A02,1363,국산꽁치,꽁치/가자미,일반생선
A02,1364,국산가자미,꽁치/가자미,일반생선
A02,1365,국산오징어,오징어,일반생선
A02,1366,국산참조기,조기/명태,일반생선
A02,1367,부세조기,조기/명태,일반생선
A02,1368,국산백조기,조기/명태,일반생선
A02,1369,긴가이석태,조기/명태,일반생선
A02,1370,영상가이석태,조기/명태,일반생선
A02,1371,기타조기,조기/명태,일반생선
A02,1372,국산명태,조기/명태,일반생선
A02,1373,국산꽃게,국산게/갈치,일반생선
A02,1374,국산대게,국산게/갈치,일반생선
A02,1375,국산홍게,국산게/갈치,일반생선
A02,1376,국산갈치,국산게/갈치,일반생선
A02,1377,수입생물연어,수입연어,수입생선
A02,1378,수입냉동연어,수입연어,수입생선
A02,1379,수입냉동고등어,수입고등어,수입생선
A02,1380,수입고등어자반,수입고등어,수입생선
A02,1381,수입냉동갈치,수입갈치,수입생선
A02,1382,랍스터,수입게,수입생선
A02,1383,킹크랩,수입게,수입생선
A02,1384,대게,수입게,수입생선
A02,1385,수입꽁치,수입기타생선,수입생선
A02,1386,수입가자미,수입기타생선,수입생선
A02,1387,수입임연수어,수입기타생선,수입생선
A02,1388,수입명태,수입기타생선,수입생선
A02,1389,수입구색생선,수입기타생선,수입생선
A02,1390,냉동규격전감,냉동규격생선,규격/간편조리생선
A02,1391,냉동기타규격생선,냉동규격생선,규격/간편조리생선
A02,1392,냉동규격연어,냉동규격생선,규격/간편조리생선
A02,1393,냉동규격연체류,냉동규격해물,규격/간편조리생선
A02,1394,냉동규격날치알,냉동규격해물,규격/간편조리생선
A02,1395,냉동규격새우,냉동규격해물,규격/간편조리생선
A02,1396,냉동규격패류,냉동규격해물,규격/간편조리생선
A02,1397,규격갈치선물세트,규격생선선물세트,규격/간편조리생선
A02,1398,규격옥돔선물세트,규격생선선물세트,규격/간편조리생선
A02,1399,냉장규격연어,냉장규격생선,규격/간편조리생선
A02,1400,냉장규격고등어,냉장규격생선,규격/간편조리생선
A02,1401,냉장규격기타생선,냉장규격생선,규격/간편조리생선
A02,1402,찌개/탕(냉장),규격RTC,규격/간편조리생선
A02,1403,볶음류(냉장),규격RTC,규격/간편조리생선
A02,1404,규격소스류,규격RTC,규격/간편조리생선
A02,1405,즉석탕행사,간편조리행사,규격/간편조리생선
A02,1406,즉석볶음행사,간편조리행사,규격/간편조리생선
A02,1407,모둠초밥,생선초밥,생선회
A02,1408,활어초밥,생선초밥,생선회
A02,1409,회재료,기타회,생선회
A02,1410,장어류,기타회,생선회
A02,1411,모둠회,생선회,생선회
A02,1412,시즌회,생선회,생선회
A02,1413,연어회,생선회,생선회
A02,1414,홍어회,생선회,생선회
A02,1415,한방식재,한방식재류,신선건강
A02,1416,요리용견과,건과,신선건강
A02,1417,캐슈넛,건과,신선건강
A02,1418,친환경건과,건과,신선건강
A02,1419,견과선물세트,건강선물세트,신선건강
A02,1420,양념류선물세트,건강선물세트,신선건강
A02,1421,간편한방식재,한방식재류,신선건강
A02,1422,내의기획,성인내의,이너웨어
A02,1423,남성홈웨어,홈웨어,이너웨어
A02,1424,여성홈웨어,홈웨어,이너웨어
A02,1425,홈웨어 기획,홈웨어,이너웨어
A02,1426,일반스타킹,스타킹,이너웨어
A02,1427,타이즈,스타킹,이너웨어
A02,1428,삭스,스타킹,이너웨어
A02,1429,란제리 기획,란제리,이너웨어
A02,1430,아동홈웨어,홈웨어,이너웨어
A02,1431,감자스낵,스낵,과자
A02,1432,콘스낵,스낵,과자
A02,1433,일반스낵,스낵,과자
A02,1434,쌀스낵,스낵,과자
A02,1435,크래커,비스켓,과자
A02,1436,샌드,비스켓,과자
A02,1437,파이,파이,과자
A02,1438,케이크,파이,과자
A02,1439,하드캔디,캔디,과자
A02,1440,소프트캔디,캔디,과자
A02,1441,기능성껌,껌,과자
A02,1442,일반흰우유,흰우유,데일리
A02,1443,어린이/액상요구르트,요구르트,데일리
A02,1444,떠먹는요구르트,요구르트,데일리
A02,1445,어묵,어묵맛살,냉장냉동
A02,1446,맛살,어묵맛살,냉장냉동
A02,1447,포장김치,냉장반찬,냉장냉동
A02,1448,물만두,냉동만두,냉장냉동
A02,1449,군만두,냉동만두,냉장냉동
A02,1450,손찜만두,냉동만두,냉장냉동
A02,1451,냉동튀김,냉동간식,냉장냉동
A02,1452,냉동부침/구이,냉동간식,냉장냉동
A02,1453,소스,소스류,조미식품
A02,1454,투기용품,헬스용품,스포츠용품
A02,1455,부침/튀김가루,가루,조미식품
A02,1456,식수용차,차,"커피,차"
A02,1457,위스키,양주,주류
A02,1458,브랜디,양주,주류
A02,1459,리큐르,양주,주류
A02,1460,스틱과자,비스켓,과자
A02,1461,조리식품용원재료,원재료,기타
A02,1462,기능성미,양곡,양곡
A02,1463,친환경양곡,양곡,양곡
A02,1464,친환경도정미,즉석도정미,양곡
A02,1465,양주선물세트,양주,주류
A02,1466,과실주,전통주,주류
A02,1467,내의,란제리브랜드,이너웨어
A02,1468,란제리,란제리브랜드,이너웨어
A02,1469,홈웨어,란제리브랜드,이너웨어
A02,1470,양말,란제리브랜드,이너웨어
A02,1471,SHOP 기획,란제리브랜드,이너웨어
A02,1472,랩/호일,음식저장/보관,주방잡화
A02,1473,주방정리용품,주방정리,주방잡화
A02,1474,설거지용품,주방정리,주방잡화
A02,1475,T-SHOP,차,"커피,차"
A02,1476,홈아이스,아이스크림,냉장냉동
A02,1477,튜브/컵아이스,아이스크림,냉장냉동
A02,1478,바아이스,아이스크림,냉장냉동
A02,1479,과자아이스,아이스크림,냉장냉동
A02,1480,행사아이스,아이스크림,냉장냉동
A02,1481,일반닭,닭고기,닭고기
A02,1482,토종닭,닭고기,닭고기
A02,1483,닭부분육,닭고기,닭고기
A02,1484,향신채소,샐러드채소,잎/샐러드채소
A02,1485,유부,어묵맛살,냉장냉동
A02,1486,교자만두,냉동만두,냉장냉동
A02,1487,만두피,냉동만두,냉장냉동
A02,1488,콘아이스,아이스크림,냉장냉동
A02,1489,쿠션,수예소품,수예소품/커튼
A02,1490,방석,수예소품,수예소품/커튼
A02,1491,커튼,커튼류,수예소품/커튼
A02,1492,로만쉐이드,커튼류,수예소품/커튼
A02,1493,롤스크린,커튼류,수예소품/커튼
A02,1494,카페트,수예시즌,수예소품/커튼
A02,1495,여름자리,수예시즌,수예소품/커튼
A02,1496,모기장,수예시즌,수예소품/커튼
A02,1497,황토침구,수예시즌,수예소품/커튼
A02,1498,곤약,어묵맛살,냉장냉동
A02,1499,장식소품,장식용품,인테리어
A02,1500,피자레스토랑,레스토랑,테넌트
A02,1501,뷔페레스토랑,레스토랑,테넌트
A02,1502,한식레스토랑,레스토랑,테넌트
A02,1503,중식레스토랑,레스토랑,테넌트
A02,1504,일식레스토랑,레스토랑,테넌트
A02,1505,양식레스토랑,레스토랑,테넌트
A02,1506,기타레스토랑,레스토랑,테넌트
A02,1507,커피,카페,테넌트
A02,1508,생과일,카페,테넌트
A02,1509,베이커리,카페,테넌트
A02,1510,안경점,판매시설,테넌트
A02,1511,서적,판매시설,테넌트
A02,1512,기프트 샵,판매시설,테넌트
A02,1513,아이스크림,카페,테넌트
A02,1514,소극장,편의시설,테넌트
A02,1515,경정비,판매시설,테넌트
A02,1516,유아용품,BABY/INFANT,완구
A02,1517,미취학,BABY/INFANT,완구
A02,1518,신생아/유아,BABY/INFANT,완구
A02,1519,아동방꾸미기,BABY/INFANT,완구
A02,1520,발육기 액세서리,BABY/INFANT,완구
A02,1521,유모차/카시트,BABY/INFANT,완구
A02,1522,콜렉션인형,GIRLS,완구
A02,1523,아기인형,GIRLS,완구
A02,1524,소꿉놀이,GIRLS,완구
A02,1525,바비와 바비액세서리,GIRLS,완구
A02,1526,패션인형,GIRLS,완구
A02,1527,여아드레스 및 소품,GIRLS,완구
A02,1528,봉제인형,GIRLS,완구
A02,1529,캐릭터봉제,GIRLS,완구
A02,1530,기타전자완구,VIDEOGAME,완구
A02,1531,비디오게임기,VIDEOGAME,완구
A02,1532,비디오게임액세서리,VIDEOGAME,완구
A02,1533,비디오게임소프트웨어,VIDEOGAME,완구
A02,1534,컴퓨터게임소프트웨어,VIDEOGAME,완구
A02,1535,플레이세트,SPORTS/OUTDOOR,완구
A02,1536,캔디류,SPORTS/OUTDOOR,완구
A02,1537,"카드,포장지",SPORTS/OUTDOOR,완구
A02,1538,할로윈,SPORTS/OUTDOOR,완구
A02,1539,물놀이 용품,SPORTS/OUTDOOR,완구
A02,1540,아웃도어용품,SPORTS/OUTDOOR,완구
A02,1541,유아동승용물,SPORTS/OUTDOOR,완구
A02,1542,아동자전거,SPORTS/OUTDOOR,완구
A02,1543,전동승용물,SPORTS/OUTDOOR,완구
A02,1544,스포츠용품,SPORTS/OUTDOOR,완구
A02,1545,스포츠놀이,SPORTS/OUTDOOR,완구
A02,1546,스케이트류,SPORTS/OUTDOOR,완구
A02,1547,자전거용품,SPORTS/OUTDOOR,완구
A02,1548,파티/팬시,SPORTS/OUTDOOR,완구
A02,1549,프로모션,SPORTS/OUTDOOR,완구
A02,1550,주유소,주유소,테넌트
A02,1551,아동내의 기획,아동내의,이너웨어
A02,1552,주니어내의 기획,아동내의,이너웨어
A02,1553,남아내의,아동내의,이너웨어
A02,1554,여아내의,아동내의,이너웨어
A02,1555,남주니어내의,아동내의,이너웨어
A02,1556,여주니어내의,아동내의,이너웨어
A02,1557,온라인분유,분유,인스턴트
A02,1558,온라인 스낵,스낵,과자
A02,1559,온라인 비스켓,비스켓,과자
A02,1560,온라인 파이,파이,과자
A02,1561,온라인 캔디,캔디,과자
A02,1562,온라인 생수,생수,음료
A02,1563,온라인과채음료,과채음료,음료
A02,1564,온라인 탄산음료,탄산음료,음료
A02,1565,온라인 이온음료,이온음료,음료
A02,1566,온라인 세탁세제,세탁세제,세제
A02,1567,온라인 주거세제,주거세제,세제
A02,1568,온라인 화장지,화장지,위생용품
A02,1569,온라인 구강용품,구강용품,구강/헤어
A02,1570,온라인 수납용품,수납용품,청소/수납용품
A02,1571,온라인 수예소품,수예소품,수예소품/커튼
A02,1572,온라인 주방소형가전,주방소형가전,주방생활가전
A02,1573,온라인 성인내의,성인내의,이너웨어
A02,1574,오토바이ACC,장착용품,자동차용품
A02,1575,기저귀,BABY/INFANT,완구
A02,1576,베이비푸드,BABY/INFANT,완구
A02,1577,유아동가구,BABY/INFANT,완구
A03,8,콩,잡곡,곡물
A03,9,조/수수,잡곡,곡물
A03,10,혼합잡곡,잡곡,곡물
A03,11,기타잡곡류,잡곡,곡물
A03,12,미숫가루,선식류,곡물
A03,13,선식,선식류,곡물
A03,14,가지,과채류,채소
A03,15,고추,과채류,채소
A03,16,건고추,과채류,채소
A03,17,오이,과채류,채소
A03,18,옥수수,과채류,채소
A03,19,파프리카/피망,과채류,채소
A03,20,단호박,과채류,채소
A03,21,애호박,과채류,채소
A03,22,기타열매채소,과채류,채소
A03,23,감자,근채류,채소
A03,24,고구마,근채류,채소
A03,25,당근,근채류,채소
A03,26,무,김치채소류,채소
A03,27,열무,김치채소류,채소
A03,28,알타리무,김치채소류,채소
A03,29,생강,근채류,채소
A03,30,연근,근채류,채소
A03,31,우엉,근채류,채소
A03,32,마,근채류,채소
A03,33,기타뿌리채소,근채류,채소
A03,34,갓,김치채소류,채소
A03,35,마늘,근채류,채소
A03,36,미나리,엽채류,채소
A03,37,배추,김치채소류,채소
A03,38,봄동,김치채소류,채소
A03,39,얼갈이,김치채소류,채소
A03,40,절임배추,김치채소류,채소
A03,41,부추,엽채류,채소
A03,42,상추,엽채류,채소
A03,43,시금치,엽채류,채소
A03,44,양파,근채류,채소
A03,45,대파,엽채류,채소
A03,46,쪽파류,엽채류,채소
A03,47,쌈채소류,엽채류,채소
A03,48,쑥갓,엽채류,채소
A03,49,깻잎,엽채류,채소
A03,50,근대/아욱,엽채류,채소
A03,51,기타잎채소,엽채류,채소
A03,52,느타리버섯류,버섯류,채소
A03,53,새송이버섯류,버섯류,채소
A03,54,양송이버섯류,버섯류,채소
A03,55,송이버섯류,버섯류,채소
A03,56,팽이버섯류,버섯류,채소
A03,57,표고버섯류,버섯류,채소
A03,58,건버섯류,버섯류,채소
A03,59,모둠버섯,버섯류,채소
A03,60,기타버섯류,버섯류,채소
A03,61,양배추,양채류,채소
A03,62,미니양배추,양채류,채소
A03,63,양상추,양채류,채소
A03,64,브로콜리,양채류,채소
A03,65,컬리플라워,양채류,채소
A03,66,샐러드류,양채류,채소
A03,67,기타양채류,양채류,채소
A03,68,두부류,두채류,채소
A03,69,연두부류,두채류,채소
A03,70,묵류,두채류,채소
A03,71,콩나물,두채류,채소
A03,72,숙주나물,두채류,채소
A03,73,생나물류,나물류,채소
A03,74,삶은나물류,나물류,채소
A03,75,건나물류,나물류,채소
A03,76,인삼류,근채류,채소
A03,77,더덕선물세트,근채류,채소
A03,78,버섯선물세트,버섯류,채소
A03,79,수삼선물세트,근채류,채소
A03,80,혼합채소선물세트,근채류,채소
A03,81,사과,국산과일,과일
A03,82,배,국산과일,과일
A03,83,감,국산과일,과일
A03,84,귤류,국산과일,과일
A03,85,유자/모과,국산과일,과일
A03,86,복숭아,국산과일,과일
A03,87,자두,국산과일,과일
A03,88,살구,국산과일,과일
A03,89,매실,국산과일,과일
A03,90,딸기,국산과일,과일
A03,91,포도,국산과일,과일
A03,92,무화과,국산과일,과일
A03,93,수박,국산과일,과일
A03,94,참외,국산과일,과일
A03,95,메론,국산과일,과일
A03,96,토마토,국산과일,과일
A03,97,방울토마토,국산과일,과일
A03,98,기타국산과일류,국산과일,과일
A03,99,블루베리,수입과일,과일
A03,100,수입포도,수입과일,과일
A03,101,레몬,수입과일,과일
A03,102,망고,수입과일,과일
A03,103,망고스틴,수입과일,과일
A03,104,바나나,수입과일,과일
A03,105,아보카도,수입과일,과일
A03,106,야자,수입과일,과일
A03,107,오렌지,수입과일,과일
A03,108,용과,수입과일,과일
A03,109,자몽,수입과일,과일
A03,110,체리,수입과일,과일
A03,111,키위,수입과일,과일
A03,112,파인애플,수입과일,과일
A03,113,기타수입과일,수입과일,과일
A03,114,간편과일,수입과일,과일
A03,115,냉동망고,냉동과일,과일
A03,116,냉동베리류,냉동과일,과일
A03,117,냉동홍시,냉동과일,과일
A03,118,기타냉동과일류,냉동과일,과일
A03,119,밤,견과류,과일
A03,120,땅콩,견과류,과일
A03,121,호두,견과류,과일
A03,122,잣,견과류,과일
A03,123,피스타치오,견과류,과일
A03,124,아몬드,견과류,과일
A03,125,캐슈넛,견과류,과일
A03,126,혼합견과,견과류,과일
A03,127,기타견과류,견과류,과일
A03,128,곶감,건과일,과일
A03,129,기타건과일,건과일,과일
A03,130,사과선물세트,국산과일,과일
A03,131,배선물세트,국산과일,과일
A03,132,혼합과일선물세트,국산과일,과일
A03,133,곶감선물세트,건과일,과일
A03,134,기타과일선물세트,국산과일,과일
A03,135,국물용건멸치,건어류,수산
A03,136,볶음조림용건멸치,건어류,수산
A03,137,건새우,건어류,수산
A03,138,건홍합,건어류,수산
A03,139,건오징어,건어류,수산
A03,140,조미오징어,건어가공,수산
A03,141,훈제/구이오징어,건어가공,수산
A03,142,쥐치포,건어가공,수산
A03,143,어포류,건어류,수산
A03,144,황태/북어류,건어류,수산
A03,145,황태채,건어류,수산
A03,146,원물천연조미료,건어가공,수산
A03,147,굴비류,선어가공,수산
A03,148,과메기,선어가공,수산
A03,149,코다리,선어가공,수산
A03,150,반건생선류,선어가공,수산
A03,151,마른김,건어류,수산
A03,152,조미전장김,건어가공,수산
A03,153,조미도시락김,건어가공,수산
A03,154,김자반/부각/튀각,건어가공,수산
A03,155,건다시마,건어류,수산
A03,156,건미역,건어류,수산
A03,157,멸치선물세트,건어가공,수산
A03,158,김선물세트,건어가공,수산
A03,159,굴비선물세트,선어가공,수산
A03,160,반건생선선물세트,선어가공,수산
A03,161,기타건해산물선물세트,건어가공,수산
A03,162,가자미,선어류,수산
A03,163,갈치,선어류,수산
A03,164,고등어,선어류,수산
A03,165,꽁치,선어류,수산
A03,166,대구,선어류,수산
A03,167,도미,선어류,수산
A03,168,명태,선어류,수산
A03,169,민어,선어류,수산
A03,170,조기류,선어류,수산
A03,512,얼음,아이스크림,냉동
A03,172,아귀,선어류,수산
A03,173,연어,선어류,수산
A03,174,우럭,선어류,수산
A03,175,은어,선어류,수산
A03,176,임연수,선어류,수산
A03,177,전어,선어류,수산
A03,178,장어,선어류,수산
A03,179,생선알,선어류,수산
A03,180,기타어류,기타수산,수산
A03,181,포장고등어,선어가공,수산
A03,182,포장연어,선어가공,수산
A03,183,포장날치알,선어가공,수산
A03,184,포장새우살,선어가공,수산
A03,185,포장해물류,선어가공,수산
A03,186,대구전감,선어가공,수산
A03,187,명태전감,선어가공,수산
A03,188,기타포장생선,기타수산,수산
A03,189,낙지,해물류,수산
A03,190,문어,해물류,수산
A03,191,오징어,선어류,수산
A03,192,갑오징어,선어류,수산
A03,193,주꾸미,해물류,수산
A03,194,기타연체류,기타수산,수산
A03,195,미더덕류,해물류,수산
A03,196,멍게,해물류,수산
A03,197,해삼,해물류,수산
A03,198,광어회,선어류,수산
A03,199,홍어회,선어류,수산
A03,200,기타회,기타수산,수산
A03,201,꽃게,해물류,수산
A03,202,대게,해물류,수산
A03,203,홍게,해물류,수산
A03,204,랍스터,해물류,수산
A03,205,새우,해물류,수산
A03,206,기타게,기타수산,수산
A03,207,개조개,해물류,수산
A03,208,골뱅이,해물류,수산
A03,209,굴,해물류,수산
A03,210,꼬막,해물류,수산
A03,211,대합,해물류,수산
A03,212,모시조개,해물류,수산
A03,213,바지락,해물류,수산
A03,214,생합,해물류,수산
A03,215,전복,해물류,수산
A03,216,키조개,해물류,수산
A03,217,홍합,해물류,수산
A03,218,우렁이,해물류,수산
A03,219,기타조개류,기타수산,수산
A03,220,다시마,나물류,채소
A03,221,매생이,나물류,채소
A03,222,미역,나물류,채소
A03,223,톳,나물류,채소
A03,224,파래,나물류,채소
A03,225,기타해초류,나물류,채소
A03,226,생선선물세트,선어가공,수산
A03,227,한우안심,국내산우육,축산
A03,228,한우등심,국내산우육,축산
A03,229,한우채끝,국내산우육,축산
A02,171,스마트펫케어,애견용품,애완원예용품
A02,172,애견습식사료,애견용품,애완원예용품
A02,173,식기/물병,애견용품,애완원예용품
A02,174,애견잡화,애견용품,애완원예용품
A02,175,의류/줄,애견용품,애완원예용품
A02,176,이동장,애견용품,애완원예용품
A02,177,장난감,애견용품,애완원예용품
A02,178,패드,애견용품,애완원예용품
A02,179,하우스/방석,애견용품,애완원예용품
A02,180,심리스란제리,란제리,이너웨어
A02,181,비즈니스양말,남성양말,양말
A02,182,캐주얼양말,남성양말,양말
A02,183,스포츠양말,남성양말,양말
A02,184,기능성양말,남성양말,양말
A02,185,스니커즈,남성양말,양말
A02,186,남성양말기획,남성양말,양말
A02,187,발가락양말,남성양말,양말
A02,188,망사양말,남성양말,양말
A02,189,남성묶음양말,남성양말,양말
A02,711,벽지,벽지류,인테리어
A02,712,시트지,벽지류,인테리어
A02,713,시공가구,가구,인테리어
A02,714,온라인종합가구,가구,인테리어
A02,715,인테리어샵,가구,인테리어
A02,716,일반가구,가구,인테리어
A02,717,등기구,조명기구,조명/보수
A02,718,랜턴류,조명기구,조명/보수
A02,719,"방등,거실등",조명기구,조명/보수
A02,720,장식스탠드,조명기구,조명/보수
A02,721,학습용스탠드,조명기구,조명/보수
A02,722,LED램프,전구,조명/보수
A02,723,특수램프,전구,조명/보수
A02,724,형광램프,전구,조명/보수
A02,725,멀티탭,전기용품,조명/보수
A02,726,전기재료,전기용품,조명/보수
A02,727,도어락,안전용품,조명/보수
A02,728,보안용품,안전용품,조명/보수
A02,729,유아안전용품,안전용품,조명/보수
A02,730,화재안전용품,안전용품,조명/보수
A02,225,매쉬형생리대,여성위생용품,위생용품
A02,226,순면생리대,여성위생용품,위생용품
A02,227,오버나이트,여성위생용품,위생용품
A01,329,마모트,스포츠,스포츠
A01,330,마운티아,스포츠,스포츠
A01,331,컬럼비아,스포츠,스포츠
A01,332,마운틴하드웨어,스포츠,스포츠
A01,333,네파,스포츠,스포츠
A01,334,이젠벅,스포츠,스포츠
A01,335,밀레,스포츠,스포츠
A01,336,라푸마,스포츠,스포츠
A01,337,슈나이더,스포츠,스포츠
A01,338,머렐,스포츠,스포츠
A01,339,빈폴아웃도어,스포츠,스포츠
A01,340,디스커버리,스포츠,스포츠
A01,341,몽벨,스포츠,스포츠
A01,342,센터폴,스포츠,스포츠
A01,343,트렉스타(의),스포츠,스포츠
A01,344,트렉스타(신),스포츠,스포츠
A01,345,휠라아웃도어,스포츠,스포츠
A01,346,콜핑,스포츠,스포츠
A01,347,카리모어,스포츠,스포츠
A01,348,레드페이스,스포츠,스포츠
A01,349,에코로바,스포츠,스포츠
A01,350,웨스트우드,스포츠,스포츠
A01,351,투스카로라,스포츠,스포츠
A01,352,아크테릭스,스포츠,스포츠
A01,353,몬츄라,스포츠,스포츠
A01,354,피엘라벤,스포츠,스포츠
A01,355,파타고니아,스포츠,스포츠
A01,356,살로몬,스포츠,스포츠
A01,357,Shoes&Bag,스포츠,스포츠
A01,358,오클리,스포츠,스포츠
A01,359,웍앤톡,스포츠,스포츠
A01,360,메아리,스포츠,스포츠
A01,361,시에라,스포츠,스포츠
A01,362,볼레,스포츠,스포츠
A01,363,마모트카페(Rodge201),스포츠,스포츠
A01,364,킨,스포츠,스포츠
A01,365,레저스포츠 단독매입,스포츠,스포츠
A01,366,N/B골프의류,골프용품,스포츠
A01,367,L/C골프의류,골프용품,스포츠
A01,368,직수입 골프의류,골프용품,스포츠
A01,369,골프용품,골프용품,스포츠
A01,370,단기행사(골프),골프용품,스포츠
A01,371,아놀드파마,골프용품,스포츠
