SEQ,GENDER,AGE_PRD,HOM_PST_NO
14497,2,40PRD,
14498,2,30PRD,150
14499,1,60PRD,140
14500,1,30PRD,570
14501,1,50PRD,010
14502,2,60PRD,079
14503,2,50PRD,056
14504,2,60PRD,460
14505,2,40PRD,520
14506,2,20PRD,140
14507,1,30PRD,037
14508,1,50PRD,490
14509,1,20PRD,
14510,1,30PRD,610
14511,1,50PRD,350
14512,2,20PRD,100
14513,2,30PRD,040
14514,2,20PRD,550
14515,1,30PRD,160
14516,2,20PRD,150
14517,1,40PRD,
14518,2,40PRD,
14519,2,50PRD,490
14520,1,30PRD,300
14521,1,20PRD,069
14522,2,40PRD,048
14523,1,20PRD,440
14524,2,20PRD,014
14525,2,30PRD,016
14526,2,20PRD,130
14527,1,40PRD,
14528,2,20PRD,460
14529,1,30PRD,500
14530,2,50PRD,620
14531,2,50PRD,018
14532,2,30PRD,270
14533,1,30PRD,100
14534,1,60PRD,420
14535,2,40PRD,420
14536,1,60PRD,330
14537,2,20PRD,035
14538,1,30PRD,
14539,2,30PRD,490
14540,2,30PRD,045
14541,2,40PRD,400
14542,2,50PRD,030
14543,1,40PRD,240
14544,2,20PRD,470
14545,2,20PRD,018
14546,2,50PRD,100
14547,2,20PRD,470
14548,1,20PRD,130
14549,2,50PRD,130
14550,1,30PRD,000
14551,2,20PRD,490
14552,1,50PRD,077
14553,2,20PRD,210
14554,1,40PRD,340
14555,2,20PRD,500
14556,2,20PRD,037
14557,2,20PRD,036
14558,1,50PRD,470
14559,2,20PRD,086
14560,1,60PRD,480
14561,1,50PRD,580
14562,2,30PRD,410
14563,2,20PRD,160
14564,2,50PRD,340
14565,1,20PRD,
14566,1,20PRD,
14567,2,30PRD,630
14568,1,30PRD,220
14569,2,60PRD,400
14570,2,50PRD,470
14571,1,20PRD,052
14572,1,50PRD,630
14573,2,20PRD,027
14574,1,30PRD,120
14575,2,60PRD,021
14576,2,60PRD,100
14577,2,50PRD,000
14578,1,50PRD,100
14579,2,50PRD,072
14580,1,30PRD,130
14581,2,40PRD,043
14582,1,40PRD,380
14583,1,30PRD,220
14584,1,30PRD,120
14585,2,50PRD,160
14586,2,60PRD,110
14587,1,50PRD,140
14588,2,40PRD,150
14589,2,50PRD,
14590,2,40PRD,160
14591,2,40PRD,160
14592,1,50PRD,000
14593,2,50PRD,210
14594,1,30PRD,400
14595,1,30PRD,390
14596,1,20PRD,024
14597,2,30PRD,540
14598,2,20PRD,440
14599,1,30PRD,087
14600,2,20PRD,080
14601,2,30PRD,045
14602,1,30PRD,041
14603,1,30PRD,420
14604,2,30PRD,
14605,2,30PRD,018
14606,1,50PRD,
14607,1,30PRD,039
14608,2,20PRD,086
14609,2,50PRD,057
14610,2,30PRD,390
14611,2,50PRD,340
14612,1,40PRD,140
14613,2,30PRD,010
14614,2,20PRD,220
14615,2,50PRD,010
14616,2,20PRD,000
14617,2,20PRD,420
14618,2,30PRD,120
14619,2,30PRD,033
14620,1,40PRD,110
14621,1,30PRD,340
14622,2,30PRD,100
14623,2,30PRD,033
14624,2,50PRD,087
14625,2,30PRD,110
14626,1,30PRD,061
14627,1,30PRD,390
14628,2,20PRD,000
14629,2,60PRD,056
14630,1,30PRD,470
14631,2,60PRD,130
14632,2,40PRD,160
14633,1,30PRD,180
14634,2,50PRD,490
14635,1,40PRD,031
14636,1,30PRD,072
14637,1,50PRD,034
14638,1,30PRD,100
14639,2,50PRD,
14640,2,40PRD,
14641,2,40PRD,049
14642,2,30PRD,370
14643,2,40PRD,130
14644,1,30PRD,210
14645,1,20PRD,
14646,2,30PRD,540
14647,2,30PRD,088
14648,1,50PRD,000
14649,1,50PRD,062
14650,2,40PRD,140
14651,2,40PRD,160
14652,1,40PRD,440
14653,2,20PRD,
14654,2,30PRD,460
14655,1,30PRD,120
14656,1,60PRD,090
14657,2,40PRD,056
14658,2,20PRD,110
14659,1,40PRD,130
14660,2,50PRD,490
14661,2,30PRD,100
14662,2,20PRD,470
14663,1,30PRD,530
14664,2,40PRD,047
14665,2,40PRD,080
14666,2,40PRD,
14667,1,40PRD,050
14668,1,30PRD,
14669,1,60PRD,260
14670,2,30PRD,056
14671,1,30PRD,055
14672,2,50PRD,000
14673,2,60PRD,390
14674,2,20PRD,490
14675,1,30PRD,400
14676,1,60PRD,
14677,2,30PRD,620
14678,2,40PRD,150
14679,2,20PRD,
14680,1,20PRD,150
14681,1,30PRD,170
14682,2,40PRD,034
14683,1,60PRD,490
14684,2,30PRD,087
14685,2,50PRD,033
14686,2,40PRD,056
14687,1,40PRD,590
14688,2,30PRD,100
14689,1,40PRD,620
14690,1,50PRD,220
14691,2,40PRD,610
14692,1,20PRD,460
14693,2,30PRD,087
14694,2,30PRD,025
14695,1,30PRD,160
14696,2,40PRD,055
14697,2,60PRD,130
14698,2,50PRD,360
14699,2,60PRD,100
14700,2,20PRD,140
14701,2,40PRD,210
14702,2,30PRD,025
15800,2,30PRD,100
15801,2,20PRD,076
15802,1,20PRD,210
15803,2,20PRD,340
15804,2,20PRD,160
15805,1,40PRD,160
15806,2,60PRD,330
15807,2,20PRD,026
15808,2,20PRD,470
15809,1,30PRD,500
15810,1,30PRD,
15811,2,30PRD,250
15812,2,30PRD,380
15813,1,30PRD,072
15814,1,40PRD,
15815,2,20PRD,490
15816,2,20PRD,011
15817,2,20PRD,087
15818,2,20PRD,
15819,2,50PRD,510
15820,1,20PRD,520
15821,1,30PRD,055
15822,1,30PRD,075
15823,2,40PRD,037
15824,2,30PRD,120
15825,1,40PRD,043
15826,2,40PRD,540
15827,2,30PRD,056
15828,2,30PRD,026
15829,2,20PRD,010
15830,1,20PRD,079
15831,2,20PRD,580
15832,2,30PRD,480
15833,1,60PRD,160
15834,2,50PRD,580
15835,1,40PRD,420
15836,2,20PRD,100
15837,2,20PRD,100
15838,2,50PRD,400
15839,2,30PRD,410
15840,2,50PRD,047
15841,2,20PRD,210
15842,2,30PRD,310
15843,2,20PRD,510
15844,1,30PRD,420
15845,2,50PRD,087
15846,2,20PRD,
15847,2,30PRD,100
15848,2,40PRD,240
15849,1,30PRD,610
15850,1,30PRD,100
15851,1,30PRD,072
15852,1,30PRD,087
15853,1,20PRD,079
15854,2,30PRD,061
15855,2,30PRD,047
15856,1,20PRD,480
15857,1,30PRD,027
15858,2,20PRD,150
15859,1,20PRD,490
15860,1,60PRD,210
15861,1,50PRD,240
15862,2,20PRD,470
15863,2,30PRD,050
15864,1,50PRD,
15865,1,50PRD,055
15866,1,30PRD,
15867,1,40PRD,
15868,1,40PRD,120
15869,1,40PRD,
15870,1,60PRD,210
15871,1,40PRD,025
15872,1,40PRD,360
15873,2,20PRD,110
15874,2,30PRD,053
15875,2,30PRD,052
15876,2,20PRD,400
15877,2,30PRD,460
15878,2,30PRD,210
15879,1,50PRD,090
15880,2,50PRD,033
15881,1,40PRD,250
15882,1,30PRD,340
15883,2,40PRD,480
15884,1,20PRD,
15885,1,60PRD,520
15886,1,30PRD,140
15887,2,30PRD,075
15888,1,40PRD,060
15889,1,40PRD,040
15890,2,30PRD,170
15891,2,50PRD,470
15892,1,40PRD,000
15893,1,30PRD,320
15894,1,40PRD,460
15895,1,20PRD,075
15896,2,40PRD,100
15897,2,30PRD,100
15898,1,40PRD,440
15899,2,30PRD,056
15900,2,60PRD,
15901,2,30PRD,500
15902,2,20PRD,100
15903,1,50PRD,360
15904,1,30PRD,150
15905,1,50PRD,370
15906,2,30PRD,280
15907,1,60PRD,160
15908,1,40PRD,
15909,2,30PRD,045
15910,1,40PRD,350
15911,2,50PRD,170
15912,1,30PRD,630
15913,2,20PRD,210
15914,1,30PRD,010
15915,1,60PRD,065
15916,2,50PRD,055
15917,1,20PRD,025
15918,2,20PRD,150
15919,2,50PRD,410
15920,1,30PRD,380
15921,1,30PRD,
15922,1,20PRD,420
15923,1,20PRD,055
15924,2,60PRD,075
15925,2,50PRD,062
15926,1,40PRD,470
15927,1,60PRD,550
15928,2,60PRD,470
15929,2,40PRD,250
15930,1,40PRD,280
15931,1,40PRD,220
15932,2,50PRD,300
15933,2,40PRD,270
15934,2,20PRD,039
15935,1,40PRD,034
15936,1,40PRD,460
15937,2,50PRD,160
15938,2,60PRD,055
15939,2,60PRD,056
15940,2,20PRD,440
15941,2,20PRD,022
15942,2,60PRD,055
15943,2,40PRD,110
15944,1,30PRD,240
15945,2,50PRD,400
15946,2,50PRD,150
15947,2,20PRD,160
15948,2,30PRD,160
15949,2,60PRD,056
15950,2,40PRD,016
15951,1,30PRD,160
15952,2,30PRD,410
15953,2,20PRD,
15954,2,40PRD,016
15955,2,30PRD,300
15956,1,30PRD,070
15957,1,20PRD,
15958,2,20PRD,370
15959,2,30PRD,053
15960,2,40PRD,220
15961,2,20PRD,470
15962,2,60PRD,470
15963,2,30PRD,049
15964,1,50PRD,055
15965,1,20PRD,500
15966,2,30PRD,400
15967,1,30PRD,047
15968,1,30PRD,240
15969,1,50PRD,026
15970,2,60PRD,040
15971,1,30PRD,
15972,1,30PRD,060
15973,2,60PRD,420
15974,2,50PRD,
15975,2,40PRD,280
15976,2,40PRD,150
15977,2,20PRD,510
15978,1,50PRD,057
15979,1,30PRD,310
15980,2,40PRD,480
15981,2,60PRD,400
15982,2,20PRD,610
15983,2,40PRD,420
15984,2,60PRD,075
15985,1,60PRD,400
15986,2,50PRD,390
15987,2,40PRD,510
15988,2,20PRD,049
15989,1,30PRD,100
15990,1,20PRD,210
15991,2,20PRD,058
15992,2,20PRD,510
15993,1,60PRD,370
15994,2,40PRD,180
15995,1,30PRD,021
15996,2,20PRD,340
15997,1,50PRD,
15998,1,30PRD,470
15999,1,20PRD,075
16000,2,30PRD,500
16001,2,40PRD,120
16002,2,60PRD,045
16003,2,30PRD,
16004,2,60PRD,540
16005,2,20PRD,500
16006,2,60PRD,100
16007,2,40PRD,028
16008,1,30PRD,021
16009,2,50PRD,073
16010,1,40PRD,
16011,1,20PRD,280
16012,2,30PRD,062
16013,2,30PRD,480
16014,1,30PRD,087
16015,1,30PRD,520
16016,2,30PRD,400
16017,1,30PRD,049
16018,1,60PRD,100
16019,1,30PRD,160
16020,2,20PRD,510
16021,2,20PRD,610
16022,1,20PRD,420
16023,1,30PRD,079
16024,2,60PRD,060
16025,2,40PRD,480
16026,2,40PRD,062
16027,2,20PRD,028
16028,1,40PRD,140
16029,2,60PRD,490
16030,2,30PRD,
16031,2,60PRD,075
16032,2,50PRD,360
16033,2,30PRD,610
16034,1,30PRD,220
16035,2,20PRD,350
16036,2,30PRD,470
16037,2,40PRD,210
16038,2,50PRD,440
16039,1,50PRD,220
16040,1,60PRD,110
16041,1,30PRD,100
16042,2,20PRD,
16043,2,50PRD,075
16044,1,40PRD,340
16045,2,30PRD,340
16046,2,20PRD,170
16047,1,50PRD,033
16048,1,30PRD,
16049,1,20PRD,140
16050,1,30PRD,041
16051,2,40PRD,000
16052,1,30PRD,540
16053,1,40PRD,120
16054,2,50PRD,110
16055,2,20PRD,220
16056,1,30PRD,014
16057,2,20PRD,100
16058,2,20PRD,550
16059,2,60PRD,058
16060,1,30PRD,052
16061,2,40PRD,280
16062,1,40PRD,120
16063,2,50PRD,600
16064,2,50PRD,620
16065,2,30PRD,240
16066,2,20PRD,049
16067,1,40PRD,570
16068,1,50PRD,340
16069,1,30PRD,040
16070,1,50PRD,050
16071,1,20PRD,130
16072,2,40PRD,110
16073,2,50PRD,460
16074,1,30PRD,600
16075,1,20PRD,470
16076,1,20PRD,280
16077,2,20PRD,062
16078,1,40PRD,082
16079,1,50PRD,010
16080,2,30PRD,170
16081,2,60PRD,056
16082,1,50PRD,500
16083,1,30PRD,210
16084,2,30PRD,140
16085,2,30PRD,200
16086,2,60PRD,140
16087,2,20PRD,480
16088,1,30PRD,620
16089,2,30PRD,
16090,2,50PRD,
16091,2,20PRD,
16092,1,30PRD,043
16093,1,20PRD,110
16094,2,30PRD,180
16095,2,20PRD,470
16096,2,40PRD,440
16097,1,50PRD,066
16098,2,40PRD,460
16099,1,40PRD,120
16100,2,20PRD,062
16101,2,20PRD,088
16102,2,50PRD,220
16103,1,40PRD,310
16104,1,50PRD,260
16105,1,50PRD,
16106,2,30PRD,045
16107,1,40PRD,066
16108,2,50PRD,013
16109,1,40PRD,140
16110,2,50PRD,420
16111,1,30PRD,055
16112,2,60PRD,077
16113,2,30PRD,310
16114,2,40PRD,110
16115,2,30PRD,550
16116,2,20PRD,020
16117,1,20PRD,
16118,2,30PRD,410
16119,1,20PRD,420
16120,1,40PRD,055
16121,2,20PRD,570
16122,2,40PRD,300
16123,1,30PRD,510
16124,1,20PRD,440
16125,1,30PRD,080
16126,2,30PRD,410
16127,2,40PRD,480
16128,2,60PRD,220
16129,2,30PRD,055
16130,1,40PRD,160
16131,1,50PRD,160
16132,1,60PRD,073
16133,2,20PRD,000
16134,1,40PRD,170
16135,1,30PRD,060
16136,1,40PRD,180
16137,2,30PRD,250
16138,1,30PRD,080
16139,1,30PRD,210
16140,1,40PRD,
16141,1,60PRD,055
16142,2,60PRD,065
16143,1,50PRD,055
16144,1,50PRD,
16145,1,20PRD,052
16146,1,20PRD,110
16147,1,20PRD,210
16148,2,30PRD,100
16149,1,30PRD,550
16150,2,50PRD,
16151,2,60PRD,024
16152,1,30PRD,610
16153,1,50PRD,130
16154,2,30PRD,100
16155,1,20PRD,140
16156,2,20PRD,061
16157,1,30PRD,460
16158,1,30PRD,055
16159,1,40PRD,630
16160,1,30PRD,400
16161,1,30PRD,052
16162,2,30PRD,047
16163,1,40PRD,410
16164,2,30PRD,053
16165,1,20PRD,140
16166,2,40PRD,310
16167,2,20PRD,210
16168,2,30PRD,420
16169,2,20PRD,470
16170,2,40PRD,010
16171,1,30PRD,600
16172,2,30PRD,210
16173,1,30PRD,440
16174,2,50PRD,490
16175,1,30PRD,500
16176,2,20PRD,055
16177,2,30PRD,130
16178,2,30PRD,410
16179,1,30PRD,440
16180,2,30PRD,340
16181,1,50PRD,063
16182,1,50PRD,076
16183,1,50PRD,470
16184,2,20PRD,066
16185,2,50PRD,
16186,2,30PRD,310
16187,1,30PRD,140
16188,2,30PRD,070
16189,2,60PRD,480
16190,1,40PRD,036
16191,2,50PRD,480
16192,1,50PRD,500
16193,2,40PRD,018
16194,1,30PRD,400
16195,1,60PRD,
16196,1,30PRD,072
16197,2,20PRD,087
16198,2,30PRD,160
16199,1,50PRD,090
16200,2,40PRD,020
16201,2,50PRD,470
16202,1,40PRD,460
16203,2,50PRD,
16204,2,30PRD,039
16205,1,40PRD,460
16206,2,30PRD,050
16207,2,50PRD,410
16208,1,30PRD,310
16209,2,40PRD,340
16210,1,30PRD,160
16211,1,50PRD,400
16212,1,20PRD,150
16213,2,50PRD,058
16214,1,50PRD,160
16215,2,40PRD,600
16216,2,50PRD,320
16217,1,40PRD,570
16218,2,20PRD,110
16219,2,60PRD,450
16220,1,50PRD,055
16221,1,50PRD,300
16222,1,20PRD,070
16223,1,20PRD,470
16224,2,20PRD,510
16225,1,50PRD,100
16226,1,50PRD,058
16227,2,20PRD,055
16228,2,30PRD,050
16229,2,40PRD,100
16230,2,30PRD,180
16231,1,20PRD,017
16232,2,20PRD,390
16233,2,50PRD,080
16234,1,40PRD,140
16235,1,30PRD,210
16236,1,20PRD,160
16237,1,50PRD,
16238,2,50PRD,047
16239,2,40PRD,470
16240,2,30PRD,034
16241,2,40PRD,065
16242,1,30PRD,087
16243,2,40PRD,410
16244,2,20PRD,025
16245,2,30PRD,600
16246,2,30PRD,270
16247,2,50PRD,150
16248,2,20PRD,051
16249,1,30PRD,052
16250,2,30PRD,210
16251,1,40PRD,400
16252,1,30PRD,
16253,1,20PRD,280
16254,2,20PRD,630
16255,1,40PRD,055
16256,1,20PRD,
16257,1,30PRD,210
16258,1,20PRD,088
16259,1,30PRD,057
16260,2,60PRD,010
16261,1,40PRD,470
16262,2,20PRD,037
16263,2,60PRD,150
16264,1,40PRD,100
16265,1,50PRD,440
16266,2,30PRD,013
16267,2,20PRD,440
16268,2,20PRD,100
16269,2,40PRD,021
16270,1,40PRD,170
16271,2,20PRD,280
16272,2,50PRD,033
16273,2,20PRD,
16274,2,40PRD,140
16275,2,20PRD,380
16276,2,20PRD,500
16277,2,20PRD,480
16278,1,40PRD,320
16279,1,30PRD,
16280,2,50PRD,045
16281,2,30PRD,180
16282,2,20PRD,000
16283,2,20PRD,055
16284,2,20PRD,080
16285,1,20PRD,410
16286,2,50PRD,440
16287,2,30PRD,210
16288,2,20PRD,
16289,1,60PRD,
16290,2,20PRD,070
16291,1,30PRD,480
16292,2,60PRD,500
16293,2,20PRD,400
16294,1,50PRD,040
16295,1,20PRD,010
16296,2,30PRD,170
16297,2,20PRD,440
16298,2,30PRD,510
16299,1,20PRD,420
16300,1,30PRD,470
16301,2,50PRD,340
16302,1,30PRD,310
16303,1,50PRD,150
16304,1,20PRD,100
16305,2,20PRD,000
16306,1,20PRD,160
16307,2,60PRD,020
16308,1,20PRD,550
16309,2,50PRD,055
16310,2,30PRD,160
16311,1,30PRD,100
16312,2,50PRD,090
16313,2,40PRD,050
16314,1,50PRD,130
16315,2,30PRD,540
16316,2,30PRD,310
16317,2,20PRD,270
16318,2,20PRD,490
16319,2,60PRD,045
16320,2,40PRD,080
16321,2,30PRD,040
16322,1,20PRD,240
16323,1,50PRD,490
16324,2,40PRD,160
16325,2,40PRD,100
16326,2,60PRD,
16327,2,30PRD,
16328,2,20PRD,066
16329,2,20PRD,120
16330,2,50PRD,610
16331,2,20PRD,055
16332,1,20PRD,330
16333,2,20PRD,140
16334,2,20PRD,043
16335,2,50PRD,410
16336,2,40PRD,028
16337,2,30PRD,330
16338,1,20PRD,140
16339,2,40PRD,490
16340,2,50PRD,053
16341,1,60PRD,
11126,2,40PRD,390
11127,2,30PRD,037
11128,2,50PRD,055
11129,2,40PRD,510
11130,2,40PRD,490
11131,2,30PRD,026
11132,2,30PRD,
11133,2,40PRD,120
11134,1,30PRD,016
11135,2,60PRD,160
11136,1,30PRD,017
11137,2,50PRD,027
11138,1,30PRD,055
11139,2,30PRD,510
11140,1,40PRD,520
11141,1,20PRD,100
11142,1,30PRD,026
11143,1,40PRD,170
11144,1,30PRD,210
11145,1,30PRD,560
11146,2,40PRD,560
11147,2,20PRD,110
11148,1,20PRD,550
11149,2,30PRD,
11150,1,30PRD,067
11151,1,30PRD,480
11152,1,30PRD,073
11153,2,20PRD,
11154,1,40PRD,610
11155,1,20PRD,100
11156,2,30PRD,550
11157,2,30PRD,500
11158,2,20PRD,067
11159,1,30PRD,470
11160,1,20PRD,140
11161,1,30PRD,150
11162,2,30PRD,100
11163,1,20PRD,020
11164,2,30PRD,014
11165,1,30PRD,580
11166,1,40PRD,270
11167,1,30PRD,
11168,2,30PRD,170
11169,2,50PRD,580
11170,2,40PRD,630
11171,2,30PRD,210
11172,2,30PRD,034
11173,2,50PRD,055
11174,2,30PRD,
11175,2,20PRD,260
11176,2,30PRD,017
11177,1,60PRD,016
11178,2,30PRD,053
11179,2,30PRD,130
11180,2,20PRD,500
11181,2,40PRD,280
11182,1,20PRD,610
11183,2,20PRD,130
11184,1,30PRD,088
11185,1,30PRD,150
11186,2,20PRD,070
11187,1,20PRD,150
11188,2,30PRD,420
11189,2,30PRD,510
11190,1,60PRD,
11191,2,20PRD,170
11192,2,40PRD,150
11193,2,40PRD,590
11194,2,30PRD,120
11195,2,20PRD,250
11196,2,60PRD,016
11197,1,20PRD,040
11198,1,50PRD,480
11199,2,30PRD,480
11200,2,50PRD,075
11201,2,50PRD,047
11202,2,40PRD,079
11203,2,30PRD,110
11204,2,30PRD,110
11205,2,30PRD,130
11206,2,20PRD,150
11207,1,20PRD,210
11208,2,30PRD,300
11209,2,40PRD,000
11210,1,20PRD,500
11211,1,40PRD,140
11212,1,30PRD,610
11213,2,20PRD,013
11214,1,40PRD,500
11215,1,40PRD,270
11216,2,40PRD,390
11217,1,50PRD,490
11218,1,40PRD,017
11219,1,30PRD,480
11220,1,30PRD,
11221,2,60PRD,
11222,2,30PRD,510
11223,2,20PRD,460
11224,1,30PRD,036
11225,2,20PRD,055
11226,2,50PRD,100
11227,2,30PRD,310
11228,1,30PRD,500
11229,1,30PRD,120
11230,1,60PRD,110
11231,1,30PRD,
11232,2,20PRD,330
11233,2,40PRD,280
11234,2,20PRD,610
11235,2,60PRD,056
11236,2,30PRD,500
11237,2,30PRD,440
11238,1,30PRD,540
11239,1,60PRD,013
11240,1,40PRD,570
11241,2,20PRD,100
11242,1,60PRD,052
11243,2,20PRD,140
11244,1,50PRD,540
11245,2,30PRD,056
11246,2,60PRD,
11247,1,40PRD,063
11248,2,20PRD,520
11249,1,50PRD,500
11250,2,40PRD,056
11251,1,40PRD,130
11252,2,40PRD,440
11253,1,30PRD,300
11254,2,50PRD,220
11255,2,30PRD,070
11256,2,50PRD,100
11257,2,30PRD,160
11258,1,50PRD,041
11259,1,40PRD,300
11260,2,20PRD,
11261,1,30PRD,210
11262,2,30PRD,056
11263,1,40PRD,160
11264,1,30PRD,061
12289,2,30PRD,033
12290,2,30PRD,036
12291,1,60PRD,087
12292,2,40PRD,011
12293,1,30PRD,130
12294,2,50PRD,610
12295,2,50PRD,067
12296,2,40PRD,140
12297,2,50PRD,055
12298,2,50PRD,047
12299,2,30PRD,440
12300,1,40PRD,360
12301,1,30PRD,510
12302,1,60PRD,180
12303,1,50PRD,055
12304,2,20PRD,010
12305,2,20PRD,220
12306,2,30PRD,017
12307,2,20PRD,540
12308,2,30PRD,290
12309,2,40PRD,280
12310,2,30PRD,510
12311,2,50PRD,072
12312,1,60PRD,055
12313,2,20PRD,210
12314,2,40PRD,087
12315,1,30PRD,
12316,2,40PRD,
12317,1,30PRD,460
12318,2,30PRD,018
12319,2,40PRD,200
12320,2,30PRD,055
12321,2,50PRD,100
12322,1,50PRD,130
12323,1,50PRD,420
12324,1,40PRD,070
12325,2,30PRD,100
12326,2,30PRD,460
12327,2,50PRD,260
12328,1,30PRD,049
12329,2,60PRD,
12330,2,30PRD,050
12331,2,30PRD,500
12332,1,30PRD,180
12333,1,50PRD,140
12334,1,30PRD,420
12335,2,60PRD,060
12336,2,60PRD,220
12337,1,20PRD,510
12338,1,60PRD,
12339,2,30PRD,310
12340,2,40PRD,
12341,1,50PRD,460
12342,1,30PRD,010
12343,2,20PRD,610
12344,2,30PRD,
12345,2,30PRD,280
12346,1,40PRD,052
12347,1,30PRD,150
12348,1,40PRD,
12349,2,60PRD,120
12350,2,30PRD,210
12351,1,30PRD,260
12352,2,30PRD,180
12353,2,40PRD,480
12354,1,40PRD,055
12355,2,60PRD,580
12356,1,20PRD,011
12357,2,30PRD,034
12358,1,30PRD,160
12359,2,60PRD,
12360,2,30PRD,055
12361,2,30PRD,420
12362,1,30PRD,400
12363,2,30PRD,490
12364,1,50PRD,067
12365,1,40PRD,055
12366,2,40PRD,010
12367,2,40PRD,011
12368,1,40PRD,065
12369,2,30PRD,110
12370,1,30PRD,360
12371,2,40PRD,170
12372,1,50PRD,
12373,2,50PRD,010
12374,2,40PRD,280
12375,1,60PRD,063
12376,2,30PRD,100
12377,2,40PRD,220
12378,1,30PRD,140
12379,2,20PRD,500
12380,1,30PRD,100
12381,2,30PRD,500
12382,1,40PRD,
12383,1,40PRD,055
18636,2,40PRD,370
18637,2,60PRD,
18638,1,30PRD,580
18639,1,30PRD,
18640,2,20PRD,440
18641,1,50PRD,
18642,1,20PRD,
18643,2,20PRD,034
18644,1,50PRD,017
18645,2,30PRD,018
18646,2,20PRD,220
18647,1,50PRD,480
18648,1,30PRD,380
18649,2,40PRD,
18650,1,20PRD,470
18651,2,20PRD,
18652,2,20PRD,088
18653,1,20PRD,280
18654,1,30PRD,100
18655,1,40PRD,250
18656,2,40PRD,080
18657,1,50PRD,150
18658,1,40PRD,086
18659,1,60PRD,100
18660,2,30PRD,
18661,1,50PRD,400
18662,2,20PRD,045
18663,2,50PRD,140
18664,2,50PRD,058
18665,1,40PRD,080
18666,2,50PRD,150
18667,2,50PRD,
18668,1,50PRD,280
18669,2,50PRD,088
18670,2,20PRD,170
18671,2,20PRD,020
18672,1,20PRD,
18673,1,20PRD,026
18674,2,50PRD,130
18675,2,60PRD,260
18676,2,50PRD,016
18677,2,50PRD,058
18678,2,20PRD,150
18679,2,60PRD,087
18680,2,60PRD,
16593,2,60PRD,040
16594,1,50PRD,055
16595,2,60PRD,490
16596,1,30PRD,230
16597,2,30PRD,340
16598,1,40PRD,110
16599,1,20PRD,069
16600,1,30PRD,140
16601,1,20PRD,140
16602,2,30PRD,310
16603,1,20PRD,
16604,1,60PRD,340
16605,2,30PRD,410
16606,1,20PRD,100
16607,1,50PRD,150
16608,2,40PRD,310
16609,1,30PRD,500
16610,1,20PRD,420
16611,1,50PRD,630
16612,2,30PRD,100
16613,1,40PRD,480
16614,2,50PRD,250
16615,1,30PRD,
16616,1,40PRD,
16617,1,30PRD,
16618,1,30PRD,160
16619,2,50PRD,040
16620,2,50PRD,490
16621,2,60PRD,
16622,2,40PRD,400
16623,2,50PRD,500
16624,1,30PRD,480
16625,2,30PRD,180
16626,2,30PRD,560
16627,1,20PRD,330
16628,1,30PRD,480
16629,2,50PRD,053
16630,2,50PRD,140
16631,1,50PRD,500
16632,1,20PRD,100
16633,1,30PRD,480
16634,1,20PRD,100
16635,1,20PRD,100
16636,2,60PRD,120
16637,1,50PRD,470
16638,1,40PRD,150
16639,2,50PRD,340
16640,1,40PRD,160
16641,2,60PRD,
16642,1,50PRD,460
16643,1,60PRD,480
16644,1,20PRD,086
16645,2,30PRD,220
16646,2,20PRD,079
16647,2,50PRD,460
16648,1,30PRD,
16649,1,30PRD,040
16650,2,40PRD,055
16651,1,40PRD,150
16652,2,60PRD,053
16653,1,60PRD,480
16654,2,60PRD,420
16655,2,20PRD,280
16656,2,40PRD,490
16657,1,20PRD,160
16658,2,40PRD,600
16659,2,30PRD,130
16660,2,20PRD,018
16661,2,30PRD,100
16662,2,50PRD,076
16663,2,30PRD,100
16664,2,30PRD,072
16665,2,20PRD,073
16666,2,50PRD,140
16667,2,20PRD,021
16668,1,60PRD,470
16669,1,50PRD,110
16670,2,50PRD,
16671,1,50PRD,570
16672,1,50PRD,
16673,2,30PRD,140
16674,2,40PRD,630
16675,2,60PRD,062
16676,1,50PRD,470
16677,2,40PRD,
16678,2,50PRD,140
16679,2,50PRD,
16680,1,20PRD,057
16681,2,30PRD,300
16682,1,30PRD,460
16683,2,40PRD,100
16684,1,60PRD,080
16685,2,30PRD,310
16686,1,20PRD,024
16687,2,60PRD,360
16688,2,50PRD,017
16689,1,20PRD,380
16690,2,20PRD,110
16691,2,50PRD,210
16692,1,60PRD,
16693,1,20PRD,055
16694,2,20PRD,420
16695,2,50PRD,100
16696,1,60PRD,
16697,1,40PRD,470
16698,1,60PRD,170
16699,1,30PRD,110
16700,2,30PRD,021
16701,1,20PRD,220
16702,2,30PRD,055
16703,1,30PRD,130
16704,2,20PRD,150
16705,1,50PRD,280
16706,2,50PRD,420
16707,2,50PRD,
16708,2,20PRD,
16709,2,30PRD,086
16710,2,20PRD,390
16711,1,40PRD,
16712,1,20PRD,150
16713,2,60PRD,170
16714,2,50PRD,490
16715,1,40PRD,056
16716,2,50PRD,080
16717,1,30PRD,050
16718,2,30PRD,100
16719,2,30PRD,100
16720,2,50PRD,020
16721,2,20PRD,040
16722,2,30PRD,055
16723,1,20PRD,490
16724,1,40PRD,490
16725,1,20PRD,500
16726,2,20PRD,510
16727,1,20PRD,470
16728,2,50PRD,013
16729,1,20PRD,220
16730,1,40PRD,024
16731,1,30PRD,100
16732,1,50PRD,052
16733,1,40PRD,500
16734,1,30PRD,160
16735,1,20PRD,470
16736,2,20PRD,
16737,1,30PRD,049
16738,1,50PRD,480
