SEQ,RCT_NO,BIZ_UNIT,PD_S_C,BR_C,DE_DT,DE_HR,BUY_AM,BUY_CT
9864,39913,A02,94,7,20150610,13,3000,1
4523,63925,A03,895,96,20150112,22,1000,1
6743,70673,A02,1450,8,20150405,18,2480,1
311,38005,A03,19,34,20150704,14,2250,3
9962,74218,A01,571,27,20151221,17,11200,1
3617,165650,A02,1241,30,20151022,19,4560,1
12110,148381,A03,506,372,20150625,17,500,1
14545,65163,A03,507,480,20151221,17,990,1
5995,10075,A04,326,3585,20150305,21,4500,1
10547,120403,A03,776,479,20150126,15,340,1
17245,318375,A02,1472,127,20150912,18,3080,1
13333,101804,A02,1620,13,20150626,15,1000,1
1929,198891,A02,1082,50,20151214,14,1100,1
1305,61246,A02,388,7,20151103,21,2000,1
16798,271216,A02,1252,96,20150214,22,980,1
18670,206013,A02,502,54,20150615,13,3800,1
10971,247093,A02,75,86,20150825,19,3950,1
18923,157106,A03,98,301,20150930,20,3980,1
4380,433572,A01,189,2,20150327,17,178000,2
3342,68441,A02,1232,7,20151224,13,3150,1
9499,57862,A04,1,1148,20151002,9,900,1
14587,153665,A02,68,25,20150425,18,2600,2
2505,262329,A02,1620,92,20150803,14,1000,1
189,119910,A02,1048,16,20150226,19,3900,1
8324,15556,A01,257,2,20150605,19,147000,1
10878,213650,A02,1549,60,20150724,20,7200,2
3670,99795,A01,10,4,20150209,13,63000,1
7753,300723,A02,89,112,20150319,17,2000,1
2045,18564,A01,446,46,20151006,13,19000,1
4601,235808,A02,1482,81,20151220,16,7900,1
17965,17867,A02,1154,7,20150110,16,26900,1
2930,236750,A02,61,82,20150717,16,10600,5
9687,32513,A02,1429,7,20150422,18,9800,1
6602,314450,A02,1378,124,20150418,20,6574,332
10360,116951,A01,478,9,20151215,12,85000,1
12943,229080,A02,1244,74,20150704,14,2250,1
10600,77820,A03,486,115,20150904,21,2520,1
19684,2951,A02,1279,3,20150315,17,12450,1
16983,96643,A02,1444,13,20150316,23,2980,1
4952,27277,A02,1112,7,20150318,13,3500,1
1747,203590,A02,1241,53,20150609,17,3000,1
5115,374144,A01,37,2,20150419,18,10000,1
2924,7396,A01,132,2,20150501,11,10000,1
9563,97219,A03,234,175,20150607,14,9408,1
9447,60569,A03,407,84,20150331,16,1250,1
15209,334122,A01,12,1,20150829,17,10000,1
14114,88084,A03,170,138,20150526,14,4980,1
2876,95781,A02,1131,13,20150226,13,9000,1
19653,5532,A04,282,776,20150205,14,9600,6
16440,152043,A03,494,289,20151012,21,1350,1
3879,191202,A02,941,46,20150104,16,7900,1
13604,262147,A02,1007,92,20150709,18,12000,1
10500,133878,A02,1436,16,20151121,19,2380,1
18013,261765,A02,1501,92,20150428,15,15800,1
1995,315282,A01,18,14,20150902,14,8000,1
6459,105045,A03,71,187,20150802,19,1590,1
2039,96369,A02,1620,13,20150311,18,1000,1
10026,60082,A04,205,4418,20151010,22,500,1
5674,8267,A01,421,35,20150128,11,19900,1
9637,25531,A03,439,373,20151230,18,1100,1
7075,159746,A03,435,308,20150223,17,2500,1
154,37328,A01,525,43,20150922,16,1850000,1
1785,74004,A02,830,8,20151007,13,2300,1
1612,94399,A02,847,13,20150129,21,9933,1
7546,119207,A02,1446,16,20150212,13,1000,1
143,135936,A01,183,2,20150703,16,29000,1
13422,39079,A03,514,35,20150724,18,2800,1
5479,16579,A03,19,175,20151129,22,1990,1
9167,72866,A02,511,8,20150801,20,4250,1
14487,64589,A04,155,1639,20151030,6,1200,1
15763,91116,A03,68,155,20150126,12,1390,1
3370,30184,A03,67,14,20151010,20,3690,1
15193,17343,A03,245,184,20151111,15,18796,1
9094,52884,A01,615,2,20151011,11,50,1
6380,460944,A01,71,2,20151216,18,4000,5
12752,220775,A01,19,20,20150111,12,2980,1
7528,415472,A01,601,23,20150522,19,29000,1
6999,27285,A03,682,13,20150422,14,1000,1
723,68686,A02,1450,7,20151225,15,7380,1
10505,160725,A03,56,312,20150522,16,660,2
9450,7316,A03,776,48,20151218,19,850,1
8179,289905,A02,652,106,20150822,18,1000,1
1924,91703,A02,1056,11,20151217,13,2500,1
19105,91159,A03,417,155,20150207,16,6990,1
11829,15329,A04,131,958,20150404,2,1200,1
520,175220,A02,1314,37,20150221,16,2900,1
1810,215022,A01,77,2,20150110,11,12000,12
4691,115386,A03,427,469,20150106,19,2980,2
3236,306848,A02,1111,115,20150525,10,8560,2
12275,469915,A01,60,11,20150830,18,4500,1
6440,259407,A02,1511,91,20150114,16,4500,1
16889,474134,A01,545,29,20150315,19,89100,1
16959,25746,A03,441,383,20151221,19,2450,1
1405,47590,A03,570,67,20151015,15,3000,1
9210,121569,A01,82,2,20151205,11,4900,1
6501,95811,A02,73,13,20150226,19,2350,1
7105,100548,A01,125,20,20150321,12,5150,1
1246,107205,A02,987,13,20151016,14,3911,1060
2846,50945,A02,1444,7,20150820,18,4480,1
11535,183366,A01,259,14,20150221,13,767000,1
12552,253484,A01,146,31,20150902,14,25000,1
5938,149361,A02,275,23,20151024,21,28000,4
1221,45084,A03,415,58,20150418,13,6990,1
12676,168501,A01,64,2,20150923,17,13400,1
7630,61427,A01,110,2,20151127,13,18970,1
7823,111372,A03,435,224,20150131,10,590,1
17184,51157,A02,924,7,20150821,22,12800,1
3778,126169,A03,330,272,20150209,21,1990,1
17372,51168,A02,1070,7,20150821,19,1860,3
4329,101437,A02,1209,13,20150620,21,5800,1
8477,21088,A01,257,4,20150829,18,484000,1
4939,27544,A01,145,16,20150317,12,52000,1
1167,182091,A01,76,2,20150403,12,14000,2
4328,122173,A02,1222,16,20150416,11,5480,1
6472,184491,A02,1087,42,20150728,18,2180,1
2452,159552,A03,776,307,20150925,21,370,1
9013,6047,A04,58,1735,20150208,6,1300,1
18410,306326,A02,898,115,20150203,22,580,1
6187,72075,A01,58,1,20150507,12,31000,1
8933,29133,A04,180,692,20150609,18,860,1
434,280277,A02,528,101,20151125,16,9900,2
10277,398648,A01,83,1,20150119,18,5760,1
1145,81322,A01,187,27,20150920,17,15000,1
2387,75181,A02,1267,8,20151211,20,3750,1
4131,283195,A01,9,1,20150520,12,3600,1
1878,314552,A02,18,124,20150520,19,1680,1
9687,479853,A01,79,2,20150524,20,80,2
15081,233019,A02,251,79,20150613,13,1500,1
15184,153142,A02,1378,25,20150321,17,9464,478
5072,21437,A02,388,7,20150205,12,8000,1
6522,276696,A02,1460,98,20151110,19,960,1
4013,145601,A02,269,20,20150509,18,9900,1
6056,58999,A01,437,37,20150525,14,19900,1
15152,12668,A03,153,107,20151228,16,4980,1
445,24510,A02,1235,7,20150227,13,4950,1
1720,450813,A01,486,29,20150207,20,98100,1
3520,84891,A03,329,127,20150623,10,14480,1
676,384022,A01,82,20,20150126,15,3000,3
5270,28688,A01,183,15,20150104,13,94000,1
14071,398245,A01,615,2,20150722,18,50,1
3722,7084,A01,367,2,20150902,13,82600,1
5403,31780,A02,812,7,20150418,23,2300,1
8305,140904,A02,1314,19,20150516,20,2580,1
5543,275533,A02,1191,98,20150131,16,2400,2
1419,214480,A02,250,61,20150513,17,3500,1
10962,152981,A03,570,293,20150129,13,2990,1
9487,22344,A03,285,307,20151116,17,6290,1
1304,35579,A02,1442,7,20150513,19,1700,1
18746,405408,A01,200,1,20151106,14,1021000,1
4559,5671,A02,987,4,20150215,22,2990,1
16206,20368,A04,324,2482,20150429,13,4500,1
18923,155886,A03,505,301,20150320,21,800,2
4740,116015,A01,145,15,20150208,16,39000,1
9725,311504,A02,1449,120,20150304,19,7980,1
12877,318012,A02,1432,127,20150727,20,1980,1
5635,149126,A03,488,536,20150515,18,1580,2
7705,39212,A03,538,35,20150831,17,1780,1
11156,147104,A03,895,441,20150715,19,50,1
2520,44317,A01,83,2,20151020,11,3920,1
18864,220721,A02,410,69,20150316,19,23400,1
1879,50267,A02,383,7,20150815,14,20000,2
9207,69356,A02,1413,8,20150121,18,30000,1
5948,69869,A03,407,107,20150314,10,700,1
3222,370905,A01,71,2,20151031,14,800,1
4336,213725,A01,95,12,20150331,13,6500,1
13541,119306,A03,152,472,20151026,16,1990,1
10442,160425,A03,20,309,20151018,22,2280,1
5794,70842,A03,510,107,20150427,15,6000,1
12139,22659,A02,1314,7,20150214,14,3296,1
6268,39268,A01,478,2,20150617,13,209000,1
3789,144611,A03,98,406,20150821,19,3990,1
12857,64464,A01,223,18,20150620,15,37500,5
7486,466761,A01,438,22,20150222,18,98000,1
19306,32451,A02,1445,7,20150422,20,3450,1
14308,423938,A01,426,27,20150315,19,69300,1
16075,33377,A04,319,3943,20150627,10,3500,1
5686,8752,A03,680,68,20151128,13,10900,1
1329,120010,A03,427,252,20150627,12,600,1
7189,96081,A03,494,170,20150307,18,4980,1
4782,11736,A03,285,107,20151113,18,4480,1
14065,245050,A02,168,86,20150228,21,8900,2
3592,65896,A03,427,512,20151212,18,990,1
12408,318179,A02,1474,127,20150817,16,1500,1
4887,126710,A01,21,2,20151201,15,1650,1
3641,290606,A02,1083,106,20150919,23,4000,1
15358,308220,A02,1582,116,20150808,14,2150,1
6907,51178,A01,86,24,20150416,13,7600,1
14883,298685,A01,121,2,20150210,15,8000,1
854,88985,A02,1234,11,20150804,18,4000,1
17421,247105,A02,1233,86,20150826,12,2950,1
6100,110557,A03,407,216,20150801,18,1280,1
9411,193505,A02,272,47,20151204,13,7450,1
6795,155502,A02,1444,25,20150816,14,4800,1
10600,77608,A03,507,115,20150302,19,990,1
11185,29628,A01,135,40,20150501,13,49000,1
10882,194786,A02,10,49,20150122,15,1100,1
17693,20066,A02,1112,7,20150127,18,3600,1
18923,21706,A03,487,301,20151105,11,2750,1
12677,39168,A03,486,35,20150820,15,2600,1
8159,72877,A04,297,632,20151208,10,11400,6
8686,229551,A02,479,74,20151121,19,600,6
16932,4615,A01,222,30,20150302,11,60000,1
7689,184693,A02,635,42,20150920,15,5000,1
4391,13852,A03,267,119,20151204,22,7880,1
756,9120,A03,493,68,20151214,17,2880,1
14416,189399,A02,989,45,20150406,17,2980,1
8971,75408,A02,1429,8,20151225,15,15200,4
7608,167309,A01,61,20,20150818,19,20000,1
8155,93140,A02,1163,13,20150101,21,2900,1
17880,37164,A03,486,33,20150912,12,4500,1
9898,188863,A02,1238,45,20150101,21,3800,2
8277,133337,A03,891,334,20150104,13,11200,2
3389,41754,A03,15,44,20150626,17,3180,2
9512,243005,A02,76,84,20151206,16,7000,1
9952,146118,A02,1501,20,20150822,15,67270,1
9179,106938,A03,367,194,20150706,19,3990,1
11763,282688,A02,1047,104,20150726,20,3980,1
10025,311317,A02,1442,120,20150129,14,3780,1
7554,162754,A03,285,346,20151007,13,4980,1
19534,31482,A04,56,440,20150619,18,1000,1
9546,111228,A03,17,221,20150810,11,2980,1
3901,193510,A02,1380,47,20151205,14,3800,2
2982,436298,A01,106,2,20151126,18,5000,1
17660,24895,A02,895,7,20150301,21,4070,1
18932,162606,A03,441,346,20150213,21,3540,2
9912,88672,A02,989,11,20150721,20,3000,1
13326,26184,A03,402,11,20150627,18,2900,1
18357,127857,A01,420,2,20151218,17,79000,1
5574,160825,A03,625,313,20150321,21,4000,1
8058,179695,A02,1233,40,20150504,23,1800,2
17152,15458,A01,210,25,20150124,10,3220,1
11290,110002,A03,516,213,20150329,20,1980,2
8904,19188,A02,237,7,20150120,11,4500,1
3031,284743,A02,1179,106,20150212,17,2470,1
2432,278163,A02,532,100,20150720,16,12000,2
13421,90486,A03,21,149,20150408,13,1990,1
12523,319011,A02,1588,127,20151221,19,1900,678
7282,15120,A02,853,6,20151113,11,8375,134
6781,200842,A02,1209,52,20150420,14,6980,1
2443,221237,A01,23,7,20151007,14,30000,1
10542,69015,A02,990,8,20150102,13,3980,1
8997,3940,A03,420,3,20151103,12,1280,1
3338,275463,A02,58,98,20150113,19,1900,1
3682,40095,A03,516,39,20150604,17,1590,1
17092,179406,A02,1241,40,20150418,20,3000,1
4544,123344,A03,856,258,20150806,16,44900,1
5636,46654,A03,439,64,20150218,11,1050,1
8813,217286,A02,1451,66,20150325,17,8950,1
18545,26077,A04,247,910,20150526,22,1500,1
6878,69009,A02,1436,8,20150102,18,1980,2
18804,101782,A01,97,4,20150426,13,31800,1
9139,34725,A02,37,7,20150507,11,2900,1
15704,35703,A04,69,2980,20150707,8,1400,1
16160,274458,A02,929,97,20150620,21,7900,1
9624,148530,A03,528,531,20151012,17,2990,1
9183,155701,A02,856,25,20150829,21,17940,260
9677,103882,A02,1049,13,20150806,16,4600,1
2313,142284,A03,63,359,20150306,20,1790,1
782,119870,A02,1432,16,20150225,17,2380,1
16482,27813,A02,1180,7,20150321,19,2000,1
10215,280314,A02,1208,101,20151203,21,1000,1
16476,9017,A01,76,22,20150809,11,150000,1
5468,17486,A02,1183,7,20150108,23,910,1
5673,12231,A02,1123,6,20150602,21,5900,1
7662,116832,A03,505,243,20150710,17,3000,6
8341,263096,A02,1118,92,20151215,21,10800,1
570,22343,A03,96,307,20151116,16,6900,1
6416,105097,A03,507,187,20150805,16,990,1
7932,11097,A03,142,98,20151208,20,2490,1
63,427725,A01,13,15,20150525,19,5000,1
4266,14937,A01,223,2,20151227,17,41400,1
1553,807,A01,134,2,20151010,11,45000,1
15688,193480,A02,1433,47,20151124,21,2240,1
5706,470546,A01,82,1,20150930,18,1000,1
1304,129692,A02,520,16,20150829,18,600,6
8280,26678,A04,288,4185,20150528,14,10200,12
921,8830,A04,144,783,20150226,14,3000,2
17369,44564,A04,3,4180,20150811,16,1500,1
12888,7686,A02,1336,4,20151117,13,6990,1
14670,27794,A03,427,13,20150701,15,1520,1
9967,104105,A03,15,187,20150523,18,1590,1
14351,51231,A04,292,4789,20150905,0,2000,1
5932,168144,A02,511,32,20150408,14,7400,1
12812,103165,A03,776,187,20150310,19,350,1
9489,148332,A02,789,21,20151208,14,2980,1
17734,58056,A03,424,74,20150425,11,650,1
493,24686,A02,1436,7,20150228,18,1200,1
214,102006,A02,1199,13,20150701,15,7000,1
6469,115767,A02,610,15,20150725,13,39000,1
7405,404423,A01,19,14,20150412,15,2000,1
15943,152787,A03,525,291,20150818,20,990,1
847,98896,A01,132,37,20151205,15,60000,4
6952,127245,A01,46,2,20150124,12,31000,1
19355,78971,A02,915,9,20150725,22,3000,5
9986,219762,A02,1468,68,20150521,14,8100,1
5612,3868,A03,486,1,20151223,18,4180,1
10512,160196,A03,499,309,20150617,15,9500,1
2041,6210,A01,318,7,20150220,14,154000,1
4913,45455,A01,99,2,20150519,15,21000,1
3942,71106,A02,872,8,20150429,17,10000,1
5332,9697,A02,211,6,20150116,19,11900,1
2459,111559,A03,415,224,20150902,19,1810,1
18046,29199,A01,201,10,20150828,10,148000,1
584,326417,A01,478,2,20150603,13,40000,1
18591,47195,A03,493,66,20150516,18,2980,1
7173,45410,A03,486,60,20150629,15,3580,1
8877,45241,A01,195,20,20150313,12,125300,1
3263,312501,A01,145,2,20150307,16,280000,1
12592,66794,A03,43,101,20150117,16,1050,1
16795,359434,A01,55,30,20150317,16,2600,1
10354,138952,A01,203,34,20150215,15,29900,1
1301,102175,A02,1177,13,20150704,16,3300,1
4546,239640,A01,13,2,20151224,17,16000,1
8484,416103,A01,60,29,20151011,14,5700,1
19093,3531,A05,76,12,20151112,21,1000,1
19489,213020,A02,679,59,20150606,22,500,1
1827,301462,A02,1116,113,20150104,16,4950,1
7169,70730,A04,16,1169,20151127,8,2000,1
15515,8255,A05,75,38,20151215,9,5900,1
13221,137713,A02,395,18,20150721,12,10000,1
2238,68781,A02,490,7,20151226,15,19900,1
1959,31493,A03,505,17,20150615,14,1800,4
5118,95969,A02,579,13,20150302,18,6180,1
15187,317881,A02,706,127,20150707,20,19800,1
8019,345712,A01,82,4,20150404,16,3000,1
17627,175934,A01,145,1,20150128,18,12000,1
12666,140161,A03,1,349,20150703,13,36900,1
3210,345230,A01,86,1,20150519,15,9600,2
3319,361092,A01,146,37,20150719,18,64000,1
9834,158239,A03,68,306,20150522,17,990,1
9407,36400,A03,354,31,20150805,13,4300,2
6998,24689,A02,1079,7,20150228,14,2400,1
11454,105212,A02,22,13,20150902,19,3800,1
13541,119200,A03,507,472,20150810,21,2960,4
16329,9001,A01,233,2,20150322,14,59400,1
17421,246618,A02,1163,86,20150716,22,3600,1
550,28789,A03,462,14,20150113,20,3490,1
4655,104440,A02,1442,13,20150817,19,2520,1
149,27148,A03,180,13,20150405,10,9900,1
14385,64319,A01,428,36,20151003,10,111000,1
16668,856,A04,40,1136,20150107,8,2000,4
9283,27713,A02,1183,7,20150321,16,5160,1
12022,11706,A04,131,4594,20150314,22,1500,1
6716,311786,A02,1444,120,20150427,14,4380,1
6902,293616,A01,93,29,20150111,16,1000,1
317,140333,A03,222,355,20150213,12,1290,1
4198,367459,A01,53,2,20150301,18,10000,1
14923,104253,A01,121,12,20150321,12,8000,1
6977,367427,A01,460,29,20150529,13,78000,2
3654,151198,A03,483,288,20150424,16,6400,2
10469,58266,A01,421,2,20150706,18,89000,1
1781,298770,A01,592,27,20150124,21,29700,1
12629,1271,A04,133,3333,20150109,20,1000,1
5233,415503,A01,85,12,20150228,17,3500,1
5596,8392,A02,1298,5,20150404,21,8890,1
10951,311936,A02,104,120,20150526,13,12900,1
1385,387148,A01,21,2,20150116,16,8380,1
1605,7559,A01,215,2,20150801,14,19000,1
10174,207640,A02,1486,55,20150821,19,7480,1
1868,103762,A02,1122,13,20150804,16,1000,1
4966,303927,A02,679,114,20150223,13,450,1
17538,90934,A03,488,153,20150711,21,990,1
7063,266413,A02,1202,93,20150815,17,4750,1
2862,16673,A02,1161,7,20150102,15,2000,2
14349,9739,A04,326,81,20150304,8,4500,1
16152,295518,A02,1232,108,20150409,22,3980,1
11970,295520,A02,1426,108,20150409,14,7500,1
5954,6584,A03,395,35,20151221,15,500,1
4577,112348,A02,915,14,20150709,21,5980,1
10603,41376,A01,121,31,20150920,12,13500,1
11993,145374,A01,112,49,20151026,20,6500,1
7157,30393,A01,297,31,20151122,14,235380,1
17403,109765,A03,23,210,20150216,12,2053,1
11838,70075,A03,304,107,20150324,18,1000,1
439,171533,A01,210,25,20151122,14,34900,1
3439,29689,A02,1200,7,20150404,16,8580,2
792,294938,A02,1087,107,20151112,15,1950,1
15154,10131,A01,421,45,20150909,12,43600,1
11948,25011,A02,1177,7,20150302,13,4950,3
9353,186509,A02,1170,43,20150801,17,2500,1
4660,80315,A03,14,116,20150723,15,2000,2
410,102414,A03,487,187,20150114,15,3060,1
7820,254158,A02,1618,89,20150501,19,20800,16
6906,44333,A02,930,7,20150709,18,14800,1
7065,250648,A02,1221,88,20150518,15,3980,1
19645,206994,A02,1079,55,20150326,13,3450,1
7883,128514,A03,47,278,20150112,18,990,1
16164,107713,A02,1217,13,20151027,10,1700,1
3124,180300,A02,1232,40,20150613,12,3100,1
4504,431675,A01,46,13,20151129,20,15500,1
17183,84813,A02,1582,11,20150117,21,550,1
12001,206746,A01,146,16,20150205,19,52000,2
1245,103605,A02,1068,13,20150801,11,1250,1
3225,293517,A01,121,4,20150521,19,7500,1
12666,21855,A03,90,301,20151127,12,8900,1
10400,106120,A01,426,42,20150807,16,31500,1
19284,193886,A02,1433,48,20150415,16,1670,1
13866,45897,A03,403,63,20150427,14,6800,4
194,29283,A02,882,7,20150401,14,3000,1
16474,146623,A03,451,438,20151030,23,2000,1
14265,214376,A01,125,15,20151030,17,5900,1
283,215077,A01,20,11,20150107,16,19800,1
18586,10829,A04,272,355,20150310,10,1100,1
2421,71074,A02,210,8,20150427,18,10000,1
3236,7411,A03,410,52,20151104,12,800,1
3537,155478,A02,1215,25,20150815,22,1220,1
1123,25757,A01,210,2,20150125,10,39900,1
8896,138092,A03,487,519,20151014,21,2990,1
16844,124830,A03,71,263,20150207,17,1690,1
4684,160977,A02,1064,29,20150328,13,2900,1
13714,109872,A02,889,13,20151212,18,2000,1
15595,76581,A03,895,111,20150713,10,50,1
10234,116687,A01,46,20,20151209,13,1500,1
1386,63866,A02,518,7,20151123,14,1200,1
5937,78052,A03,303,116,20150115,21,2950,1
15454,477139,A01,71,2,20151004,19,1500,1
3761,52977,A02,196,7,20150903,20,4920,328
5531,287172,A02,1615,106,20150515,20,2900,1
18276,115127,A03,71,236,20150819,11,1590,1
1777,118004,A02,1472,16,20150115,12,2880,1
4329,100020,A03,507,183,20150903,16,1200,1
4358,113172,A03,63,228,20150701,16,1890,1
1709,125812,A02,1377,16,20150625,20,4690,134
10050,64552,A03,488,463,20151128,23,990,1
1962,100115,A02,1442,13,20150525,15,2520,1
6361,39802,A01,78,2,20150524,11,15000,1
8489,110388,A03,469,215,20150415,22,3100,1
535,94530,A02,63,13,20150131,10,3200,2
10771,122461,A03,104,258,20150116,15,2990,1
5492,79343,A02,1177,9,20150813,22,3300,1
11383,438642,A01,60,4,20150820,18,4000,1
9202,426,A03,165,1,20150414,18,4200,1
14937,28355,A01,184,11,20150228,19,9900,1
13541,185936,A02,1269,43,20150520,16,21600,1
2340,404686,A01,210,11,20150726,17,7450,1
9413,32994,A03,15,21,20150420,21,1690,1
11620,426183,A01,498,24,20150111,17,229600,1
10113,312011,A02,1154,120,20150607,18,6320,1
10318,30112,A01,136,3,20150413,16,10000,1
2342,63253,A03,438,94,20150904,16,990,1
5974,27805,A04,290,81,20150603,13,1600,1
3678,238723,A02,853,83,20150411,12,6302,274
2798,474113,A01,31,2,20151231,20,50000,1
1329,120083,A03,263,252,20151008,13,4470,1
6268,241376,A01,123,31,20150115,18,11000,1
10098,256693,A02,1438,89,20151103,14,3980,1
7501,249033,A02,377,87,20150711,11,200,2
9217,154908,A03,761,298,20150705,17,1950,1
19645,207279,A02,679,55,20150603,17,620,1
1455,292430,A01,492,6,20151211,12,50000,1
6651,155705,A02,1089,25,20150829,20,4594,464
1571,169322,A02,566,32,20150818,18,12900,1
19460,68281,A02,1048,7,20151223,18,4500,1
2308,112161,A02,929,14,20150618,17,8900,1
9288,10419,A02,810,6,20150227,16,5900,1
2796,36728,A02,1472,7,20150520,19,3050,1
18547,469717,A01,71,2,20150516,18,4800,6
19129,184356,A02,26,42,20150618,18,5800,1
2552,118487,A03,486,471,20150623,21,2990,1
7990,124187,A03,570,491,20150520,17,1490,1
5587,309104,A02,567,117,20150929,17,4200,1
1246,96772,A02,1237,13,20150319,14,1400,1
3193,242785,A01,99,2,20150130,14,10600,1
17360,277884,A02,8,100,20150424,23,990,1
7086,50483,A04,266,329,20150903,9,1100,1
15886,28819,A01,472,37,20150723,19,39000,1
199,79783,A03,68,116,20150610,14,1780,1
9728,215902,A02,1232,64,20150301,14,3170,1
15693,25925,A03,895,10,20150717,14,1000,1
9458,30272,A03,393,14,20151030,9,800,4
2074,13326,A04,280,1561,20150324,17,1500,1
4905,30504,A03,430,15,20151021,15,1200,2
2166,315254,A01,1,25,20150119,16,20530,1
4386,64576,A04,140,1263,20151030,14,1000,1
4482,187451,A01,21,7,20151012,11,2100,1
3186,106001,A02,1112,13,20150918,13,2300,1
4132,401456,A01,21,12,20151116,18,2000,1
4036,216555,A02,1233,64,20151219,17,1960,2
6582,69007,A02,888,8,20150102,22,6900,1
17943,316611,A02,1422,126,20151012,20,3800,1
14632,61955,A03,411,91,20150729,20,4000,2
86,85286,A02,76,11,20150209,16,3700,1
17816,290914,A02,1064,106,20150929,19,1180,1
7042,232983,A02,1241,79,20150505,18,3000,1
7420,143043,A02,428,19,20150911,17,9900,1
12636,23456,A01,145,2,20150323,12,48000,1
15569,120210,A01,162,2,20151216,19,35000,1
2984,72432,A01,145,17,20150509,13,77000,1
9677,99407,A02,1081,13,20150509,12,2380,1
12034,75055,A02,936,8,20151205,19,7900,1
15844,3661,A01,448,22,20150506,11,83000,1
9341,75237,A02,1433,8,20151215,20,970,1
8894,299430,A02,1232,111,20150227,11,5880,1
6840,224266,A02,1232,70,20150816,13,2750,1
5234,80142,A02,1049,9,20150926,15,3400,1
19823,23335,A01,600,2,20150716,12,35000,1
14344,36368,A03,91,31,20150729,20,7980,1
11700,318560,A02,60,127,20151008,14,6240,1
4707,6903,A05,49,30,20150905,20,6500,1
6166,399782,A01,12,26,20150227,19,5000,1
6620,172111,A02,876,33,20151109,14,4575,366
9353,186093,A02,1442,43,20150609,10,2430,1
964,276308,A02,532,98,20150729,17,5900,1
1585,16096,A02,1436,7,20141230,19,1390,1
3565,50721,A03,569,68,20150410,19,2500,1
4252,55023,A02,63,7,20150918,15,2700,1
8413,299741,A02,1443,111,20150518,19,2400,1
10560,310436,A02,146,118,20151225,16,5900,1
17701,88399,A02,920,11,20150708,18,2000,1
7075,22583,A03,403,308,20151209,21,1680,1
5166,58595,A02,199,7,20151016,16,2850,1
14946,308137,A02,1233,116,20150626,16,1680,2
11349,29583,A04,35,4389,20150610,8,1500,1
14923,51998,A01,77,2,20150522,13,300,1
9725,311232,A02,1444,120,20150110,18,3780,1
5229,108825,A03,263,205,20150607,14,11321,1
17385,111674,A03,275,223,20150321,16,9990,1
5341,178604,A02,978,40,20150303,15,5500,1
7915,246105,A02,1431,86,20150601,12,1050,1
4684,292547,A01,460,41,20150801,17,19300,1
18081,311911,A02,1315,120,20150521,11,41800,1
11096,40801,A01,160,39,20150711,11,10000,1
16814,37517,A03,33,34,20150228,18,4900,1
3430,162304,A03,494,319,20150624,16,2000,1
37,88665,A02,816,11,20150721,16,6900,1
2652,40507,A02,399,7,20150613,20,30000,3
6868,71797,A02,1210,8,20150607,18,4850,1
6269,370385,A01,95,20,20150530,14,8000,1
4743,7526,A04,15,81,20150217,6,2000,1
7189,161962,A03,275,319,20150118,13,9900,1
11220,268141,A02,1582,94,20150110,20,1400,1
13150,298639,A01,15,26,20150413,16,10000,1
17385,311465,A02,1100,120,20150225,15,2000,1
11534,42551,A01,145,14,20151206,13,12000,1
3790,240595,A02,1255,83,20150925,13,11900,1
4443,22371,A03,407,307,20151121,15,1500,2
6681,209087,A02,1183,56,20150429,15,250,1
4267,113564,A03,493,229,20150319,18,4600,1
12533,293774,A02,73,107,20150422,14,3000,1
16078,7475,A04,1,2600,20150216,9,800,1
4434,62570,A03,506,93,20150817,16,500,1
4717,64368,A02,1232,7,20151126,18,3600,1
5380,161319,A02,969,29,20150502,22,6875,5
14983,281047,A02,1228,103,20150418,23,1980,1
7916,162389,A03,425,319,20150801,21,990,1
11990,206707,A01,121,24,20150107,19,8500,1
1111,219233,A01,76,29,20151229,15,35000,1
2168,161970,A02,57,29,20150711,12,460,1
9301,40608,A02,929,7,20150615,22,7900,1
2139,134278,A02,1060,16,20151128,21,4950,1
19550,154965,A03,630,298,20150917,17,9900,1
1634,118273,A03,486,471,20150429,21,2990,1
12665,131446,A03,493,328,20150312,11,4600,1
6844,110608,A03,43,217,20150316,16,1000,1
14392,109548,A03,680,208,20150709,12,9900,1
11784,183357,A02,558,40,20151219,21,14800,1
1658,402279,A01,60,4,20151113,18,3500,1
4170,21380,A03,497,295,20151231,12,7980,1
1009,137214,A02,1300,18,20150428,15,6300,2
13932,156431,A02,63,25,20151016,23,2980,1
7705,38968,A03,538,35,20150620,14,1780,1
8849,227799,A02,1259,73,20150824,21,2280,1
6690,34150,A02,430,7,20150503,12,9000,1
13331,155061,A02,497,25,20150723,18,3600,1
8145,13379,A02,1239,6,20150806,10,7350,3
15292,120691,A03,488,480,20151008,16,1190,1
3406,97739,A02,1618,13,20150407,13,2000,1
15249,72531,A04,458,3036,20151206,13,400,1
858,238893,A02,1112,83,20150428,16,2400,1
15799,299142,A02,62,110,20151214,23,7740,1
17845,73364,A03,180,107,20150805,19,9900,1
5563,393114,A01,76,3,20151108,17,400000,80
2385,77575,A02,71,9,20150511,16,9900,1
11482,222646,A02,679,70,20150318,15,330,1
3105,237622,A02,1212,83,20150104,14,1200,1
17540,71143,A03,435,107,20150512,11,2000,1
19572,140618,A03,191,522,20150123,18,2970,3
